Timestamp,Face Confidence,Mouth Open,Eye Blink Left,Eye Blink Right,Eye Look Left,Eye Look Right,Head X,Head Y,Head Z,Detected Expression,Detected Movement
1767076765596,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076765596,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076765596,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076766222,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076766222,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076766223,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076766223,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076766859,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076766859,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076766859,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076766859,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076767484,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076767484,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076767484,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076767484,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076768103,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076768103,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076768103,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076768103,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076768744,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076768744,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076768745,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076768745,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076769367,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076769367,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076769368,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076769368,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076769990,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076769990,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076769990,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076769990,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076770635,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076770635,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076770635,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076770635,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076771189,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076771189,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076771190,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076771190,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076771746,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076771746,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076771746,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076771746,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076772307,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076772307,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076772307,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076772307,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076772863,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076772863,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076772863,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076772863,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076773418,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076773418,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076773418,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076773418,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076773970,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076773970,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076773971,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076773971,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076774523,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076774523,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076774523,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076774523,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076775078,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076775078,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076775078,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076775078,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076775647,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076775647,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076775648,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076775648,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076776236,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076776236,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076776236,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076776236,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076776802,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076776802,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076776803,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076776803,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076777375,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076777375,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076777375,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076777375,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076777936,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076777936,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076777936,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076777936,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076778532,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076778532,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076778532,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076778532,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076779091,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076779091,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076779091,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076779091,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076779662,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076779662,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076779662,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076779662,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076780228,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076780228,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076780229,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076780229,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076780792,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076780792,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076780792,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076780792,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076781365,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076781365,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076781365,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076781365,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076781933,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076781933,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076781933,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076781933,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076782505,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076782505,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076782505,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076782505,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076783069,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076783069,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076783069,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076783069,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076783651,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076783651,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076783651,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076783651,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076784799,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076784799,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076784800,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076784800,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076785903,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076785903,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076785904,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076785904,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076786571,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076786571,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076786572,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076786572,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076787180,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076787180,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076787180,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076787180,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076787812,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076787812,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076787812,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076787812,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076788428,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076788428,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076788429,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076788429,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076789008,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076789008,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076789008,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076789008,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076789614,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076789614,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767076789614,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767076789614,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
