Timestamp,Face Confidence,Mouth Open,Eye Blink Left,Eye Blink Right,Eye Look Left,Eye Look Right,Head X,Head Y,Head Z,Detected Expression,Detected Movement
1767091527234,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091527235,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091528544,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091528544,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091528544,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091528544,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091528545,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091528545,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091528545,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091528545,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091528546,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091528546,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091528546,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091528546,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091529794,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091529794,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091529794,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091529794,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091529794,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091529794,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091529794,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091529794,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091529795,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091529795,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091529795,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091529795,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091531819,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091531819,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091531819,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091531819,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091531819,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091531819,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091531820,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091531820,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091531820,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091531820,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091531820,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091531820,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091531820,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091531820,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091531821,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091531821,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091533556,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091533556,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091533556,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091533556,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091533557,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091533557,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091533557,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091533557,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091533557,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091533557,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091533557,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091533557,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091533558,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091533558,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091533558,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091533558,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091535445,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091537237,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091537237,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091537238,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091537238,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091537239,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091537239,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091537239,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091537239,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091537239,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091537239,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091537239,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091537239,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091537240,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091537240,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091537240,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091537240,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539358,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539358,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539358,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539358,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539358,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539358,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539358,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539358,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539359,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539359,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539359,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539359,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539359,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539359,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539359,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539359,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539360,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539360,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767091539360,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767091539360,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
