Timestamp,Face Confidence,Mouth Open,Eye Blink Left,Eye Blink Right,Eye Look Left,Eye Look Right,Head X,Head Y,Head Z,Detected Expression,Detected Movement
1766949059986,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949060395,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949060395,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949060784,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949060784,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949061184,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949061184,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949061559,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949061559,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949062017,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949062017,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949062397,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949062397,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949062825,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949062825,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949063297,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949063297,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949063721,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949063721,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949064105,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949064105,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1766949064505,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1766949064505,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
