Timestamp,Face Confidence,Mouth Open,Eye Blink Left,Eye Blink Right,Eye Look Left,Eye Look Right,Head X,Head Y,Head Z,Detected Expression,Detected Movement
1767085009561,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085009561,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085009561,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085009561,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085009561,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085009990,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085009990,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085009990,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085009990,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085011051,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085011051,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085011051,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085011051,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085011059,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085011059,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085011060,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085011060,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085011061,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085011061,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085011061,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085011061,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085011475,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085011475,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085011476,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085011476,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085012694,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085012694,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085012694,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085012694,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085012695,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085012695,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085012695,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085012695,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085012699,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085012699,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085012699,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
1767085012699,0,0,0,0,0,0,0,0,0,Dégoût,AUCUN
1767085013122,0,0,0,0,0,0,0,0,0,Dégoût,EXPRESSION_DÉGOÛT
