Timestamp,Hand,Gesture,Confidence,Landmark Count,Detecte Movement
1767349155970,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349155970,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349155970,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156119,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156119,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156119,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156119,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156265,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156265,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156265,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156265,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156402,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156402,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156402,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156402,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156540,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156540,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156540,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156540,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156672,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156672,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156672,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156672,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156798,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156798,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156798,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156798,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156940,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156940,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349156940,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349156940,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349157102,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157102,Right,Poing,0,21,EXPRESSION_TRISTESSE
1767349157102,Left,Ouverte 🖐️,0,21,EXPRESSION_TRISTESSE
1767349157102,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157267,Left,Ouverte 🖐️,0,21,EXPRESSION_TRISTESSE
1767349157267,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157268,Left,Neutre,0,21,EXPRESSION_TRISTESSE
1767349157268,Right,Victoire ✌️,0,21,EXPRESSION_TRISTESSE
1767349157435,Left,Neutre,0,21,EXPRESSION_TRISTESSE
1767349157435,Right,Victoire ✌️,0,21,EXPRESSION_TRISTESSE
1767349157435,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157435,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157589,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157589,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157590,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157590,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157725,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157725,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157725,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157725,Right,Pouce 👍,0,21,EXPRESSION_TRISTESSE
1767349157857,Left,Pouce 👍,0,21,EXPRESSION_TRISTESSE
